pin,community,longitude,latitude
17-34-123-044-0000,DOUGLAS,-87.61777963841709,41.83184126354668
17-34-102-051-1118,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-304-097-0000,DOUGLAS,-87.62267537739143,41.84326065083605
17-34-116-008-0000,DOUGLAS,-87.62286964071755,41.83390144924529
17-27-310-093-1213,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1224,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1596,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1394,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1460,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1117,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1072,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-309-110-1002,DOUGLAS,-87.62087097345456,41.829940208830656
17-34-121-124-0000,DOUGLAS,-87.61974078540644,41.8341062544431
17-34-120-030-0000,DOUGLAS,-87.62143750970684,41.83227787082193
17-34-110-066-0000,DOUGLAS,-87.62116432472816,41.83637693053216
17-34-122-038-0000,DOUGLAS,-87.61901099373925,41.83265118731655
17-27-305-140-1110,DOUGLAS,-87.62145362762868,41.84519077284946
17-27-310-093-1193,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-104-015-0000,DOUGLAS,-87.62024239812467,41.836930615109566
17-27-304-126-0000,DOUGLAS,-87.62304013996004,41.8432862891909
17-34-120-104-1001,DOUGLAS,-87.62093125188129,41.832886002504864
17-34-112-015-0000,DOUGLAS,-87.61881802803399,41.835663612928016
17-27-304-159-0000,DOUGLAS,-87.62307755747224,41.84457991741357
17-33-426-014-4042,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-414-067-0000,DOUGLAS,-87.61319307385388,41.82685581122072
17-34-219-150-1027,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-313-011-0000,DOUGLAS,-87.62531094111162,41.82702065038573
17-27-301-030-0000,DOUGLAS,-87.62408154579809,41.84502742257258
17-34-225-003-1011,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-312-023-0000,DOUGLAS,-87.61817670074467,41.8291822936912
17-27-310-093-1179,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-316-021-1014,DOUGLAS,-87.62131877205316,41.82679072844142
17-27-310-093-1534,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-304-016-0000,DOUGLAS,-87.62406803293824,41.829009713470974
17-34-328-008-0000,DOUGLAS,-87.62422951964413,41.82711751984795
17-34-219-150-1326,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-324-010-0000,DOUGLAS,-87.62124735512174,41.82481464210888
17-34-301-020-0000,DOUGLAS,-87.6237957007753,41.83072164917424
17-33-423-022-4014,DOUGLAS,-87.62685014528044,41.83025464641525
17-34-412-018-0000,DOUGLAS,-87.61474284599136,41.82464174991315
17-34-319-021-1003,DOUGLAS,-87.61766996489654,41.82707947722408
17-33-423-020-4037,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-328-033-0000,DOUGLAS,-87.62404492701323,41.82675535900293
17-34-315-020-0000,DOUGLAS,-87.62262481341207,41.82676985240169
17-27-500-025-0000,DOUGLAS,-87.62614762418173,41.84172286023503
17-27-305-138-0000,DOUGLAS,-87.62141152310478,41.844333101318455
17-34-312-092-1014,DOUGLAS,-87.61775591958667,41.82984605753543
17-34-225-003-1111,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-116-010-0000,DOUGLAS,-87.6228664056778,41.83376424266834
17-33-423-023-4055,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-225-003-1160,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-309-030-0000,DOUGLAS,-87.62136618929976,41.82900144730313
17-34-121-012-0000,DOUGLAS,-87.62023844803575,41.83302369144952
17-27-310-093-1220,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-106-032-1034,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-113-038-0000,DOUGLAS,-87.6178734930409,41.83629716129135
17-34-219-150-1127,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1072,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-305-140-1067,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-300-005-0000,DOUGLAS,-87.62615120099392,41.83054509507963
17-34-306-021-0000,DOUGLAS,-87.62533939442447,41.82855745035936
17-27-304-075-0000,DOUGLAS,-87.62253134115925,41.84522034010762
17-34-321-027-0000,DOUGLAS,-87.62531451760984,41.82483626341401
17-34-120-045-0000,DOUGLAS,-87.62095626548276,41.83396580614063
17-27-310-093-1034,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-300-035-0000,DOUGLAS,-87.62615902003645,41.83047635097972
17-27-302-021-0000,DOUGLAS,-87.62571562145388,41.84230983453524
17-34-403-036-0000,DOUGLAS,-87.61422574502247,41.82892889121849
17-33-416-054-0000,DOUGLAS,-87.62802062048367,41.825980795711125
17-34-110-064-1007,DOUGLAS,-87.62098036508378,41.835018135501656
17-34-225-003-1304,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-309-079-0000,DOUGLAS,-87.62084546389093,41.82874291921431
17-34-219-150-1178,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-311-097-0000,DOUGLAS,-87.61853264548417,41.82794652231905
17-27-304-119-0000,DOUGLAS,-87.62274534288228,41.84292189313681
17-34-224-050-0000,DOUGLAS,-87.61281678498653,41.83628665518326
17-34-119-010-0000,DOUGLAS,-87.62282506441893,41.83193660909773
17-34-219-150-1128,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1538,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-102-031-0000,DOUGLAS,-87.62231104819922,41.8371696209783
17-34-313-008-0000,DOUGLAS,-87.62531631726756,41.82724847332464
17-34-308-028-0000,DOUGLAS,-87.6220995882158,41.827756362102605
17-27-304-107-0000,DOUGLAS,-87.62233232475012,41.84333473674026
17-27-310-093-1250,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-421-048-0000,DOUGLAS,-87.6268415305183,41.82466171410921
17-34-301-004-0000,DOUGLAS,-87.62447223860877,41.830562768766
17-34-110-057-0000,DOUGLAS,-87.62093451454221,41.836434275269454
17-27-310-093-1342,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-500-037-0000,DOUGLAS,-87.62572507786243,41.82581032754916
17-27-308-066-0000,DOUGLAS,-87.62566094841314,41.83993478574948
17-27-300-031-0000,DOUGLAS,-87.62561231659713,41.84375110266391
17-27-405-011-0000,DOUGLAS,-87.6149887389477,41.84288270857781
17-33-423-020-4031,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-219-150-1064,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-324-024-0000,DOUGLAS,-87.62077008611261,41.825204157767416
17-27-321-034-0000,DOUGLAS,-87.6177681953059,41.83937632597584
17-27-305-140-1062,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-312-027-0000,DOUGLAS,-87.61817169086953,41.828908110612886
17-34-225-003-1129,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1177,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-306-037-0000,DOUGLAS,-87.61967987275688,41.84227036208993
17-34-103-065-1003,DOUGLAS,-87.6211978778866,41.83814925568801
17-27-310-093-1206,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-301-002-0000,DOUGLAS,-87.62447536458914,41.83070009201994
17-34-219-150-1165,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-102-051-1027,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-312-092-1004,DOUGLAS,-87.61775591958667,41.82984605753543
17-34-315-019-0000,DOUGLAS,-87.62268348918872,41.82676918564253
17-34-308-034-0000,DOUGLAS,-87.62201584218407,41.82754085930942
17-27-310-093-1467,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-103-054-0000,DOUGLAS,-87.6215221629006,41.83704746078239
17-34-109-051-0000,DOUGLAS,-87.62229875725083,41.83583590865731
17-34-316-008-0000,DOUGLAS,-87.62081406967366,41.82726908014587
17-34-122-039-0000,DOUGLAS,-87.61901004605505,41.83260463866132
17-34-116-003-0000,DOUGLAS,-87.62287853908862,41.83427881141598
17-27-310-093-1332,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-309-025-0000,DOUGLAS,-87.62400544492293,41.84174760976393
17-34-103-065-1002,DOUGLAS,-87.6211978778866,41.83814925568801
17-34-110-024-0000,DOUGLAS,-87.62148876895456,41.83483606155832
17-34-123-039-0000,DOUGLAS,-87.61778701497097,41.83218373886939
17-34-104-020-0000,DOUGLAS,-87.61977384701088,41.83788965015715
17-34-119-049-0000,DOUGLAS,-87.62219386679764,41.83194473271284
17-27-304-101-0000,DOUGLAS,-87.62291776390208,41.84352513268562
17-27-310-093-1183,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-116-019-0000,DOUGLAS,-87.62224890636479,41.834459579429215
17-34-219-150-1330,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-306-017-0000,DOUGLAS,-87.62560357167624,41.82855419318668
17-27-310-093-1405,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-104-034-0000,DOUGLAS,-87.6197551618196,41.83700184770015
17-34-323-031-0000,DOUGLAS,-87.62262243689236,41.82416158809449
17-27-310-093-1575,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-310-137-1006,DOUGLAS,-87.61964167199297,41.82930576904445
17-33-423-023-4009,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-220-001-0000,DOUGLAS,-87.6083086679203,41.83690004107016
17-34-219-150-1351,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1182,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1027,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-122-029-0000,DOUGLAS,-87.61901926951705,41.83305206587545
17-33-223-041-0000,DOUGLAS,-87.62817052340952,41.83219279980944
17-34-309-012-0000,DOUGLAS,-87.62139501022754,41.830346042525775
17-34-219-150-1327,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-311-077-0000,DOUGLAS,-87.6185395696751,41.828352270996994
17-34-225-003-1317,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-500-029-0000,DOUGLAS,-87.62606995645103,41.83972965651826
17-34-310-136-1006,DOUGLAS,-87.61964693436676,41.829556866884616
17-34-102-053-0000,DOUGLAS,-87.62231672898575,41.83741079532648
17-34-315-006-0000,DOUGLAS,-87.62288808750843,41.827252481545614
17-34-321-007-0000,DOUGLAS,-87.62600203747418,41.824731275625886
17-34-219-037-0000,DOUGLAS,-87.6101348798774,41.83314781665742
17-33-426-014-4011,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-225-003-1087,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1593,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1293,DOUGLAS,-87.60982043539205,41.83183517544448
17-33-426-014-4027,DOUGLAS,-87.62831870936385,41.82930222781211
17-27-310-093-1616,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1218,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-323-071-1001,DOUGLAS,-87.62267171397035,41.82609724736001
17-27-310-093-1078,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-400-091-1002,DOUGLAS,-87.61649822816689,41.82838397982811
17-34-403-002-0000,DOUGLAS,-87.61423874238476,41.8294560599571
17-34-219-150-1396,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-225-003-1144,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-304-148-0000,DOUGLAS,-87.62236384077106,41.84434336504076
17-34-307-001-0000,DOUGLAS,-87.62443616945939,41.828478688796125
17-34-311-049-0000,DOUGLAS,-87.61857105605264,41.830076854277706
17-34-225-003-1157,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1281,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-305-140-1203,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-122-019-0000,DOUGLAS,-87.61903102107051,41.83362374134821
17-34-102-051-1091,DOUGLAS,-87.62267010705712,41.83683249550295
17-27-305-140-1037,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-225-003-1071,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-324-014-0000,DOUGLAS,-87.62124114182005,41.8245512485826
17-27-500-019-0000,DOUGLAS,-87.62620792325245,41.844492719658426
17-34-122-089-0000,DOUGLAS,-87.61850464936136,41.83291396991663
17-34-310-040-0000,DOUGLAS,-87.62013665316135,41.82833675961109
17-27-310-093-1661,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-123-063-0000,DOUGLAS,-87.61779438557896,41.8325232505353
17-34-116-017-0000,DOUGLAS,-87.62285109324884,41.83311479843586
17-34-316-021-1009,DOUGLAS,-87.62131877205316,41.82679072844142
17-34-429-009-0000,DOUGLAS,-87.61303129282484,41.82417958019766
17-34-403-043-0000,DOUGLAS,-87.61374145220204,41.82905668173491
17-34-106-020-0000,DOUGLAS,-87.61740134903319,41.83818874740077
17-34-225-003-1335,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1107,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-312-092-1007,DOUGLAS,-87.61775591958667,41.82984605753543
17-27-305-140-1057,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-309-108-0000,DOUGLAS,-87.62088339235426,41.83052281295934
17-34-225-003-1326,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1583,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-225-003-1202,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-311-050-0000,DOUGLAS,-87.61856973395146,41.83000439737694
17-34-224-011-0000,DOUGLAS,-87.61124937163183,41.83622434139585
17-33-224-058-0000,DOUGLAS,-87.62730299742674,41.83132212915968
17-27-310-093-1657,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-122-047-0000,DOUGLAS,-87.61900409021527,41.83222435554335
17-34-310-134-1002,DOUGLAS,-87.62017207788585,41.83000878672556
17-27-310-093-1442,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-104-014-0000,DOUGLAS,-87.62024364890407,41.83698981678714
17-34-104-043-0000,DOUGLAS,-87.62025658772463,41.83760452881855
17-27-310-093-1273,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-300-003-0000,DOUGLAS,-87.62616499957657,41.83071659318828
17-27-310-093-1310,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-123-016-0000,DOUGLAS,-87.61781641164174,41.8336726318925
17-27-310-093-1383,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-309-052-1001,DOUGLAS,-87.62400071573812,41.84067685573874
17-34-111-061-0000,DOUGLAS,-87.62030448726128,41.83633233850803
17-34-225-003-1321,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1349,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-305-140-1124,DOUGLAS,-87.62145362762868,41.84519077284946
17-33-423-020-4042,DOUGLAS,-87.62724277781336,41.8304366192146
17-27-310-093-1122,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-222-003-0000,DOUGLAS,-87.62730682050712,41.83416797730879
17-34-400-092-1001,DOUGLAS,-87.61652536908922,41.82975309838376
17-27-310-093-1038,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-309-121-1003,DOUGLAS,-87.6209842179771,41.82763501609281
17-34-121-086-0000,DOUGLAS,-87.62021421405521,41.83187664349455
17-34-122-088-0000,DOUGLAS,-87.61850587459668,41.83297052316898
17-27-306-036-0000,DOUGLAS,-87.6197718902422,41.84226923253891
17-34-225-003-1027,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1284,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1195,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1346,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-408-054-0000,DOUGLAS,-87.62743570759537,41.82860275660348
17-34-219-150-1152,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-402-021-0000,DOUGLAS,-87.61417763045635,41.84497989382303
17-34-315-021-0000,DOUGLAS,-87.62256610221849,41.82677048817408
17-34-302-031-0000,DOUGLAS,-87.6228278518844,41.83079974787815
17-34-400-091-1001,DOUGLAS,-87.61649822816689,41.82838397982811
17-27-305-140-1101,DOUGLAS,-87.62145362762868,41.84519077284946
17-28-421-066-0000,DOUGLAS,-87.6286127311203,41.84284094338358
17-34-312-039-0000,DOUGLAS,-87.61815958557881,41.8282443063861
17-33-423-020-4003,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-106-032-1027,DOUGLAS,-87.61791130221896,41.83804538048744
17-34-102-051-1044,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-120-018-0000,DOUGLAS,-87.62145453834083,41.83307360730291
17-34-319-021-1004,DOUGLAS,-87.61766996489654,41.82707947722408
17-34-309-032-0000,DOUGLAS,-87.62136382651043,41.82889177103539
17-27-309-044-0000,DOUGLAS,-87.62400039624664,41.84147491743459
17-27-310-093-1295,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1268,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-310-096-0000,DOUGLAS,-87.6196159956061,41.82807493245001
17-34-225-008-0000,DOUGLAS,-87.61317189486456,41.83562239226325
17-34-327-018-0000,DOUGLAS,-87.61801534887469,41.825032894865
17-34-105-018-0000,DOUGLAS,-87.61910416353587,41.8369942618146
17-34-225-003-1275,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-404-087-0000,DOUGLAS,-87.61252640752595,41.82776961657124
17-34-106-032-1033,DOUGLAS,-87.61791130221896,41.83804538048744
17-27-305-140-1024,DOUGLAS,-87.62145362762868,41.84519077284946
17-33-408-070-0000,DOUGLAS,-87.62689459282564,41.82772631555216
17-34-219-150-1225,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-310-108-0000,DOUGLAS,-87.61951362929021,41.82760436887027
17-34-404-040-0000,DOUGLAS,-87.613192771614,41.82808095667026
17-34-102-051-1100,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-123-051-0000,DOUGLAS,-87.61726572708648,41.83188210101615
17-27-310-093-1037,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-428-014-0000,DOUGLAS,-87.61258180472707,41.82538017270278
17-34-323-012-0000,DOUGLAS,-87.62269271254539,41.82546736151596
17-34-323-035-0000,DOUGLAS,-87.6219655383232,41.826226493719226
17-34-321-001-0000,DOUGLAS,-87.62601836650359,41.82538769567341
17-34-219-150-1084,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-312-083-0000,DOUGLAS,-87.61727925792519,41.828843247693904
17-34-219-150-1096,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-305-140-1050,DOUGLAS,-87.62145362762868,41.84519077284946
17-27-310-093-1115,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-327-037-0000,DOUGLAS,-87.61802124681121,41.82530730314227
17-34-121-091-0000,DOUGLAS,-87.61971106605782,41.83268331140166
17-34-302-019-0000,DOUGLAS,-87.62280572657582,41.82985415284066
17-34-311-040-0000,DOUGLAS,-87.61860004708258,41.830865159569264
17-34-225-003-1328,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1169,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-122-005-0000,DOUGLAS,-87.61904714536666,41.83440955193132
17-34-312-065-0000,DOUGLAS,-87.61773983974706,41.82900182596855
17-34-110-022-0000,DOUGLAS,-87.62149115729751,41.834943227906976
17-34-219-150-1303,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-120-099-0000,DOUGLAS,-87.62091366647593,41.83206011706916
17-34-103-039-0000,DOUGLAS,-87.6208744534744,41.83674685673889
17-34-120-041-0000,DOUGLAS,-87.62141723996635,41.83132835241402
17-34-305-007-0000,DOUGLAS,-87.62204995544597,41.82945940173435
17-34-102-001-0000,DOUGLAS,-87.62299903481468,41.83812577528539
17-27-306-078-0000,DOUGLAS,-87.61945469201214,41.8422731061348
17-34-219-150-1377,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1601,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-427-029-0000,DOUGLAS,-87.61324665030115,41.82596251833012
17-34-221-002-0000,DOUGLAS,-87.61523464345925,41.83516374593311
17-33-423-023-4081,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-321-009-0000,DOUGLAS,-87.62599841010869,41.82458669870768
17-33-423-020-4041,DOUGLAS,-87.62724277781336,41.8304366192146
17-34-219-150-1070,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-219-150-1269,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1114,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-311-072-0000,DOUGLAS,-87.61854352900185,41.82859296363
17-34-322-037-0000,DOUGLAS,-87.62365904433676,41.825015411427344
17-34-122-026-0000,DOUGLAS,-87.61902255852539,41.83321166530799
17-34-324-040-0000,DOUGLAS,-87.62137667833596,41.82400317522365
17-27-307-081-0000,DOUGLAS,-87.61841240822854,41.84429645547301
17-34-113-033-0000,DOUGLAS,-87.61786431896728,41.83586367514176
17-33-426-010-0000,DOUGLAS,-87.62725029532756,41.82973668878128
17-34-414-072-0000,DOUGLAS,-87.61210008957548,41.82719949755866
17-34-316-021-1004,DOUGLAS,-87.62131877205316,41.82679072844142
17-34-400-025-0000,DOUGLAS,-87.6165086752294,41.828909489721255
17-27-310-093-1277,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-110-031-0000,DOUGLAS,-87.62100196264923,41.83601482045516
17-34-324-025-0000,DOUGLAS,-87.62076861506786,41.82513558385799
17-34-404-094-0000,DOUGLAS,-87.61374090016274,41.82778034090472
17-34-224-004-0000,DOUGLAS,-87.61261007344471,41.834921969997694
17-34-121-104-0000,DOUGLAS,-87.61970268434685,41.83228244692025
17-33-423-023-4043,DOUGLAS,-87.62713290912751,41.83073434249028
17-27-310-093-1249,DOUGLAS,-87.62257654590499,41.84022915750865
17-33-426-014-4029,DOUGLAS,-87.62831870936385,41.82930222781211
17-34-103-040-0000,DOUGLAS,-87.62087301512484,41.8366799981526
17-27-305-140-1151,DOUGLAS,-87.62145362762868,41.84519077284946
17-33-423-023-4053,DOUGLAS,-87.62713290912751,41.83073434249028
17-34-219-138-0000,DOUGLAS,-87.6106344638146,41.83407141395461
17-34-403-011-0000,DOUGLAS,-87.61363263551178,41.829545308768864
17-34-310-055-0000,DOUGLAS,-87.61968630514735,41.830741687517
17-34-103-026-0000,DOUGLAS,-87.62098534049463,41.83753018159913
17-27-307-050-0000,DOUGLAS,-87.61792551681823,41.843776090248674
17-34-122-021-0000,DOUGLAS,-87.61902860710181,41.83350599764649
17-34-216-048-0000,DOUGLAS,-87.61649514412757,41.83330667045734
17-34-122-051-0000,DOUGLAS,-87.61900035671638,41.83204214194212
17-34-311-076-0000,DOUGLAS,-87.61854047222975,41.828403073370026
17-34-312-092-1006,DOUGLAS,-87.61775591958667,41.82984605753543
17-27-310-093-1180,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-310-093-1262,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-121-076-0000,DOUGLAS,-87.62023356846855,41.83279215501914
17-27-310-093-1614,DOUGLAS,-87.62257654590499,41.84022915750865
17-27-300-032-0000,DOUGLAS,-87.62566570767362,41.84358534830396
17-34-306-006-0000,DOUGLAS,-87.62608588957923,41.82810758316678
17-34-105-019-0000,DOUGLAS,-87.61910306006686,41.8369427992912
17-27-305-140-1175,DOUGLAS,-87.62145362762868,41.84519077284946
17-28-409-005-0000,DOUGLAS,-87.62728962728306,41.84553922037146
17-34-109-020-0000,DOUGLAS,-87.62228790089986,41.83614452324498
17-27-310-093-1100,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-225-003-1290,DOUGLAS,-87.61216093417855,41.835709439299855
17-34-219-150-1238,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-224-032-0000,DOUGLAS,-87.61243662582108,41.836498818173446
17-34-225-003-1195,DOUGLAS,-87.61216093417855,41.835709439299855
17-27-310-093-1666,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-322-008-0000,DOUGLAS,-87.62438646442534,41.82573116642352
17-34-301-006-0000,DOUGLAS,-87.62446923093155,41.83043996855312
17-27-310-093-1339,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-318-022-0000,DOUGLAS,-87.61887803430614,41.82589008046228
17-34-319-006-0000,DOUGLAS,-87.61766575266145,41.8268598613106
17-34-227-001-0000,DOUGLAS,-87.61659466115178,41.834137781938594
17-27-310-093-1294,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-312-024-0000,DOUGLAS,-87.61817548206288,41.829113844149546
17-34-219-150-1264,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-306-027-0000,DOUGLAS,-87.61997260919021,41.84312248852526
17-34-219-150-1247,DOUGLAS,-87.60982043539205,41.83183517544448
17-27-310-093-1316,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-309-121-1002,DOUGLAS,-87.6209842179771,41.82763501609281
17-34-309-027-0000,DOUGLAS,-87.62137259570144,41.82928183450222
17-27-300-040-0000,DOUGLAS,-87.62645984294524,41.8453102247298
17-34-120-012-0000,DOUGLAS,-87.62146113174589,41.83345046226842
17-34-102-051-1017,DOUGLAS,-87.62267010705712,41.83683249550295
17-34-403-012-0000,DOUGLAS,-87.61355604873451,41.82954646388823
17-34-327-002-0000,DOUGLAS,-87.61756280802125,41.824357093863576
17-34-323-020-0000,DOUGLAS,-87.6226815550698,41.825029773780855
17-27-310-093-1147,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-500-006-0000,DOUGLAS,-87.62598589896835,41.83540672933209
17-34-310-007-0000,DOUGLAS,-87.62018156665371,41.83045580384795
17-34-311-021-0000,DOUGLAS,-87.61892913572706,41.82857167401589
17-27-310-093-1232,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-110-065-0000,DOUGLAS,-87.62116580002632,41.83643209401435
17-34-328-014-0000,DOUGLAS,-87.6238773549001,41.82712156161482
17-34-109-001-0000,DOUGLAS,-87.62292610238859,41.83630606050081
17-34-304-011-0000,DOUGLAS,-87.62387885238827,41.82939188902865
17-34-219-150-1395,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-429-008-0000,DOUGLAS,-87.61277576699932,41.82456673968623
17-34-326-004-0000,DOUGLAS,-87.61891813064508,41.82531109253258
17-27-305-140-1132,DOUGLAS,-87.62145362762868,41.84519077284946
17-34-104-008-0000,DOUGLAS,-87.62025228136986,41.8374005483155
17-34-312-092-1013,DOUGLAS,-87.61775591958667,41.82984605753543
17-27-310-093-1201,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-312-079-0000,DOUGLAS,-87.61771871374788,41.82788914114597
17-27-300-033-0000,DOUGLAS,-87.62576236540681,41.84494697005337
17-27-310-093-1111,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-219-150-1081,DOUGLAS,-87.60982043539205,41.83183517544448
17-34-119-050-1004,DOUGLAS,-87.62283059873934,41.83217785420376
17-33-207-048-0000,DOUGLAS,-87.62747201488979,41.83779156727907
17-27-301-056-0000,DOUGLAS,-87.62486905837959,41.84533540009507
17-34-312-006-0000,DOUGLAS,-87.61819833509443,41.83037028357674
17-27-310-093-1559,DOUGLAS,-87.62257654590499,41.84022915750865
17-34-311-071-0000,DOUGLAS,-87.6185453264484,41.82864506878006
17-34-326-005-0000,DOUGLAS,-87.61891682307514,41.82524895753594
17-34-309-106-0000,DOUGLAS,-87.62070754775405,41.83073433163747
17-34-219-150-1155,DOUGLAS,-87.60982043539205,41.83183517544448
